"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.000162773949379825,0.342636755933614,0.315,0.294,1,"NK cells","COX7A2"
0.000163050639098662,0.322095620977074,0.335,0.317,1,"NK cells","RBM8A"
0.000165280125655926,0.546615482575396,0.253,0.219,1,"NK cells","WDR1"
0.000172546483995612,0.598627242786392,0.256,0.193,1,"NK cells","ITGB7"
0.000184775432043315,0.264872182547866,0.693,0.651,1,"NK cells","ATP5F1E"
0.000184921905359093,0.29872166549194,0.442,0.428,1,"NK cells","POLR2A"
0.000192674240050569,0.414364354550916,0.253,0.238,1,"NK cells","LRCH3"
0.000200331669085296,0.518672352536028,0.269,0.227,1,"NK cells","PRKAR2A"
0.000206012475355128,0.415469337299336,0.322,0.287,1,"NK cells","NDUFB8"
0.000219189946967153,0.459896143812416,0.253,0.225,1,"NK cells","RIPK1"
0.000230828693932261,0.428257059911992,0.404,0.306,1,"NK cells","PPP1R16B"
0.000230885009369375,0.32701022280115,0.338,0.319,1,"NK cells","MIDN"
0.000232449149398203,0.443366704009954,0.422,0.359,1,"NK cells","ARID2"
0.000235938887141896,0.344484668994192,0.432,0.413,1,"NK cells","BCAS3"
0.00025283736384669,0.34478230824873,0.537,0.475,1,"NK cells","PPP3CA"
0.000266504765066633,0.459823273871075,0.34,0.289,1,"NK cells","UBALD2"
0.000269369945954271,0.369153349848819,0.286,0.261,1,"NK cells","PSMB3"
0.000269725152580791,0.464839844203342,0.312,0.282,1,"NK cells","MED15"
0.000271563107393667,0.480215567678605,0.343,0.284,1,"NK cells","STIM2"
0.000284745505283852,0.396183810397207,0.251,0.234,1,"NK cells","UBE2L3"
0.000288928573292117,0.368719369669354,0.529,0.494,1,"NK cells","NR3C1"
0.000300818651803928,0.350648731234769,0.253,0.244,1,"NK cells","AP2B1"
0.000307311202150365,0.437288143015994,0.322,0.231,1,"NK cells","LBH"
0.000323941142588549,0.316223361033059,0.258,0.256,1,"NK cells","REX1BD"
0.000323999237472068,0.351612824908305,0.297,0.275,1,"NK cells","TMBIM4"
0.000342087033958194,0.445203202819164,0.271,0.243,1,"NK cells","PLEKHA2"
0.000345498652554542,0.334138712834832,0.253,0.241,1,"NK cells","RBX1"
0.000353490291845786,0.417370751973733,0.343,0.292,1,"NK cells","CSK"
0.000368258461595893,0.371110762893832,0.437,0.403,1,"NK cells","RALY"
0.000443300301229781,0.290772396403652,0.363,0.352,1,"NK cells","ABI1"
0.000468642031072104,0.45055867902626,0.327,0.293,1,"NK cells","DDX46"
0.000484017559562306,0.293320500670505,0.55,0.53,1,"NK cells","TAOK3"
0.000487982256743835,0.276377241502914,0.289,0.291,1,"NK cells","HECTD1"
0.000570153556841649,0.39917275756661,0.286,0.252,1,"NK cells","MAP1LC3B"
0.00057794050636818,0.399926975558668,0.279,0.26,1,"NK cells","ANKIB1"
0.000584213650760728,0.276397398152158,0.412,0.404,1,"NK cells","B4GALT1"
0.000599392357618946,0.341323314438833,0.317,0.296,1,"NK cells","BRWD1"
0.000720044718969872,0.51909736409285,0.251,0.199,1,"NK cells","VCL"
0.000781184410944465,0.45072930485696,0.35,0.285,1,"NK cells","GOLGA8B"
0.000826528479576346,0.468081964693145,0.274,0.251,1,"NK cells","GBF1"
0.000834443197864713,0.500153586997587,0.279,0.226,1,"NK cells","RAD21"
0.000855265844630211,0.454701669293091,0.253,0.213,1,"NK cells","DNAJC8"
0.000895093677839416,0.294914753937123,0.509,0.486,1,"NK cells","ARPC3"
0.000900170390483475,0.368880051445469,0.32,0.291,1,"NK cells","EWSR1"
0.000921786499590077,0.366823518006064,0.391,0.359,1,"NK cells","SLC38A2"
0.000950277967080661,0.257380060829729,0.555,0.538,1,"NK cells","EMP3"
0.000989453438448463,0.30194436044936,0.32,0.313,1,"NK cells","PPP6R2"
0.00100685450832616,0.360531351984447,0.348,0.326,1,"NK cells","KCNAB2"
0.00108073772940593,0.277994087119489,0.299,0.304,1,"NK cells","FBXO33"
0.00110891035188167,0.358824568421625,0.335,0.307,1,"NK cells","KIAA2026"
0.00113145073824188,0.521178835562327,0.312,0.254,1,"NK cells","SFMBT2"
0.00113887659367877,0.356800890861257,0.368,0.332,1,"NK cells","HSPA9"
0.00125608416515416,0.468731498968898,0.412,0.33,1,"NK cells","PRKY"
0.00129626991716306,0.466500420918636,0.271,0.224,1,"NK cells","C4orf3"
0.00133224097239443,0.327608786090864,0.317,0.288,1,"NK cells","SLC25A5"
0.0013572554737741,0.313115734605905,0.588,0.505,1,"NK cells","ADGRE5"
0.00136537047215153,0.437334762533076,0.292,0.251,1,"NK cells","ANAPC5"
0.00137415649591455,0.303901437902382,0.361,0.334,1,"NK cells","OST4"
0.00140964000887405,0.383431153145316,0.363,0.337,1,"NK cells","DNM2"
0.0014206643315801,0.443092296366185,0.263,0.227,1,"NK cells","SUCO"
0.00143872377962897,0.37384163144464,0.343,0.296,1,"NK cells","DAD1"
0.0015302025441652,0.512776451666276,0.251,0.21,1,"NK cells","CHMP4A"
0.00155016942902778,0.307449825107369,0.294,0.276,1,"NK cells","ATP5MF"
0.00157936345383702,0.283837515161282,0.281,0.275,1,"NK cells","IFNAR2"
0.00158461490111333,0.409171524493378,0.263,0.223,1,"NK cells","RABAC1"
0.00161301697543977,0.278101180832867,0.522,0.479,1,"NK cells","IQGAP1"
0.00161651012703951,0.438482340039063,0.251,0.217,1,"NK cells","PSMA5"
0.00168974818784804,0.333286723273054,0.269,0.247,1,"NK cells","VPS28"
0.00207230485456436,0.295238869340657,0.371,0.344,1,"NK cells","ATAD2B"
0.00213036576815671,0.253107499360078,0.491,0.465,1,"NK cells","MSN"
0.00228584972524706,0.530079042640115,0.258,0.192,1,"NK cells","SLFN5"
0.00229782012222321,0.321446144739313,0.427,0.386,1,"NK cells","USP47"
0.0023630141719542,0.304856824286886,0.289,0.277,1,"NK cells","PPP2R2A"
0.00244234538418794,0.251791556488391,0.355,0.346,1,"NK cells","SOS1"
0.00276031452713305,0.288318155934198,0.468,0.41,1,"NK cells","GIMAP7"
0.00309970019372041,0.347993049843958,0.263,0.253,1,"NK cells","HBP1"
0.00334673599121633,0.297323927913909,0.263,0.258,1,"NK cells","CARD8"
0.00341852269665388,0.305187936375559,0.274,0.262,1,"NK cells","NDUFB11"
0.0038064025849734,0.365575515668415,0.304,0.274,1,"NK cells","MAP2K4"
0.00382910505831476,0.387098196367899,0.253,0.217,1,"NK cells","DNMT1"
0.00407802099256178,0.272145161342069,0.256,0.241,1,"NK cells","MICOS10"
0.00408942286730499,0.304607400760929,0.299,0.285,1,"NK cells","SOS2"
0.00427262659306125,0.380426128427235,0.32,0.276,1,"NK cells","LSM14A"
0.00445072342760051,0.301209468117,0.366,0.334,1,"NK cells","EHMT1"
0.00446496633242867,0.334682920915448,0.261,0.241,1,"NK cells","FAM177A1"
0.00464109992696234,0.318170991888774,0.315,0.281,1,"NK cells","EIF5A"
0.00467724535090843,0.453982021824043,0.266,0.214,1,"NK cells","ANKRD36"
0.00472340080458909,0.305435530326893,0.506,0.451,1,"NK cells","AKT3"
0.00522009748383851,0.315919268783924,0.386,0.333,1,"NK cells","YWHAQ"
0.00527310339560147,0.348471945740854,0.281,0.248,1,"NK cells","ATP5ME"
0.00580003143497449,0.269334554422545,0.35,0.333,1,"NK cells","PPDPF"
0.00587819040719513,0.315188922237892,0.299,0.274,1,"NK cells","IDI1"
0.00591760462121327,0.295594789700879,0.384,0.363,1,"NK cells","CCM2"
0.00607207371114974,0.282182923659331,0.294,0.281,1,"NK cells","LSM7"
0.00612824365571723,0.254791499332663,0.348,0.333,1,"NK cells","OGT"
0.00666517868936358,0.402045400264183,0.297,0.267,1,"NK cells","USP24"
0.00681449557295988,0.267584332657017,0.409,0.396,1,"NK cells","SLC9A9"
0.0073413084027033,0.331495164902595,0.302,0.278,1,"NK cells","CHD9"
0.00755198281177565,0.259442811070756,0.312,0.3,1,"NK cells","HERC4"
0.00772222632398333,0.281089055953555,0.394,0.365,1,"NK cells","GPSM3"
0.00793024075683265,0.285873308044371,0.294,0.282,1,"NK cells","IVNS1ABP"
0.00799494969270704,0.365815083976132,0.302,0.253,1,"NK cells","FGR"
0.00923962350573599,0.435384146955701,0.266,0.217,1,"NK cells","USP33"
0.0096766925726002,0.338204502622956,0.279,0.25,1,"NK cells","H2AFV"
0,3.48805461729721,0.865,0.172,0,"T cells","BCL11B"
0,3.61177382417981,0.76,0.141,0,"T cells","IL7R"
0,3.66102113796751,0.729,0.125,0,"T cells","CAMK4"
0,3.66679892584264,0.73,0.13,0,"T cells","INPP4B"
0,3.44276053867207,0.743,0.15,0,"T cells","TRAC"
0,3.13341203498091,0.795,0.203,0,"T cells","IL32"
0,2.29794600230391,0.828,0.24,0,"T cells","SKAP1"
0,3.4642199366463,0.647,0.116,0,"T cells","TC2N"
0,1.17401211071554,0.738,0.22,0,"T cells","CD247"
0,1.97706507955237,0.83,0.315,0,"T cells","PRKCH"
0,2.64143397314748,0.687,0.191,0,"T cells","RORA"
0,3.21423161817075,0.632,0.137,0,"T cells","CD3D"
0,3.89158372147901,0.561,0.087,0,"T cells","THEMIS"
0,2.90946519878041,0.652,0.19,0,"T cells","TCF7"
0,3.66025010250097,0.55,0.095,0,"T cells","LEF1"
0,2.49803633103077,0.608,0.176,0,"T cells","CD96"
0,2.73057022282156,0.624,0.2,0,"T cells","TRBC2"
0,2.22376286711041,0.62,0.203,0,"T cells","SYNE2"
0,1.79636862112016,0.789,0.377,0,"T cells","CD69"
0,2.88623632096221,0.564,0.157,0,"T cells","TRBC1"
0,1.9715172001514,0.735,0.33,0,"T cells","LTB"
0,3.33883270063,0.493,0.091,0,"T cells","CD6"
0,2.36757141220086,0.573,0.176,0,"T cells","TNIK"
0,3.00215726065707,0.473,0.103,0,"T cells","CD2"
0,3.24229310186736,0.461,0.094,0,"T cells","CD3E"
0,1.85233159984352,0.701,0.334,0,"T cells","KLF12"
0,2.23873921533129,0.55,0.184,0,"T cells","ETS1"
0,2.80358801096838,0.484,0.121,0,"T cells","ITK"
0,2.82552115794128,0.47,0.112,0,"T cells","PRKCQ"
0,2.84534242988847,0.471,0.121,0,"T cells","ANK3"
0,2.0676548558402,0.697,0.348,0,"T cells","PDE3B"
0,2.19026529643086,0.576,0.234,0,"T cells","BCL2"
0,2.2276432375823,0.591,0.255,0,"T cells","LDHB"
0,3.6817066720434,0.397,0.063,0,"T cells","NELL2"
0,2.53808297863244,0.459,0.128,0,"T cells","SCML4"
0,2.55747267154898,0.454,0.123,0,"T cells","SPOCK2"
0,3.02381893135456,0.428,0.102,0,"T cells","NR3C2"
0,2.53523765500279,0.455,0.136,0,"T cells","ZEB1"
0,2.69146403548287,0.423,0.106,0,"T cells","LCK"
0,2.20843126140851,0.543,0.227,0,"T cells","LEPROTL1"
0,2.23703252680833,0.574,0.259,0,"T cells","SERINC5"
0,2.14188279027126,0.632,0.32,0,"T cells","CDC14A"
0,3.39105311949748,0.377,0.07,0,"T cells","CD3G"
0,2.20848028099117,0.507,0.2,0,"T cells","HIVEP2"
0,2.66382970595451,0.43,0.123,0,"T cells","RASGRP1"
0,1.66027022194938,0.661,0.356,0,"T cells","EVL"
0,1.57106737642839,0.724,0.419,0,"T cells","CXCR4"
0,1.67151478508693,0.759,0.463,0,"T cells","AAK1"
0,2.37917552190403,0.464,0.169,0,"T cells","PIK3IP1"
0,2.5862211709417,0.446,0.153,0,"T cells","OXNAD1"
0,4.06358991539039,0.325,0.048,0,"T cells","TAFA1"
0,1.58121658940428,0.643,0.381,0,"T cells","CCND3"
0,1.64026205991649,0.769,0.511,0,"T cells","AC079793.1"
0,1.67507808200792,0.629,0.39,0,"T cells","PRKCA"
0,1.30605719655717,0.907,0.707,0,"T cells","RPSA"
0,1.28109835697315,0.886,0.687,0,"T cells","RPS5"
0,1.36868709044706,0.785,0.593,0,"T cells","DOCK10"
0,1.06928676882329,0.843,0.685,0,"T cells","RPS10"
0,1.11125236898714,0.793,0.638,0,"T cells","TOMM7"
0,1.32200342710659,0.867,0.722,0,"T cells","SARAF"
0,1.13288591708899,0.907,0.765,0,"T cells","RPL14"
0,1.0784779153673,0.879,0.746,0,"T cells","RPL10A"
0,0.930650592418421,0.883,0.772,0,"T cells","RPL5"
0,1.21652264422459,0.962,0.856,0,"T cells","RPS3"
0,1.00021494238908,0.884,0.778,0,"T cells","RPS4X"
0,1.10014472301971,0.95,0.847,0,"T cells","RPS15A"
0,0.938781152508103,0.923,0.821,0,"T cells","RPS20"
0,0.970041487948827,0.943,0.847,0,"T cells","RPL18A"
0,0.957517652373705,0.938,0.843,0,"T cells","RPS3A"
0,0.855948278801899,0.942,0.849,0,"T cells","RPL27A"
0,1.06332824663847,0.954,0.862,0,"T cells","RPS25"
0,1.07647500130217,0.968,0.88,0,"T cells","RPL23A"
0,0.920776188713861,0.922,0.837,0,"T cells","RPL36"
0,1.06880327832214,0.959,0.874,0,"T cells","RPS21"
0,1.07021567146561,0.959,0.876,0,"T cells","RPL3"
0,1.01019501080324,0.948,0.868,0,"T cells","RPL18"
0,0.856280399785412,0.96,0.881,0,"T cells","RPS19"
0,1.08584598595443,0.952,0.875,0,"T cells","RPS6"
0,0.928914747629392,0.941,0.865,0,"T cells","RPL32"
0,1.23551134498201,0.961,0.887,0,"T cells","ARHGAP15"
0,1.07995188321381,0.98,0.906,0,"T cells","RPS18"
0,0.916858269406595,0.959,0.886,0,"T cells","RPL19"
0,1.0276505986568,0.961,0.891,0,"T cells","RPS16"
0,0.869361825803502,0.932,0.863,0,"T cells","RPS8"
0,0.811116634214525,0.958,0.889,0,"T cells","RPS15"
0,1.08812740674411,0.973,0.905,0,"T cells","RPL30"
0,0.934007635109094,0.972,0.907,0,"T cells","RPS14"
0,1.07431316234218,0.976,0.911,0,"T cells","RPS26"
0,0.807176494377151,0.939,0.876,0,"T cells","RPL35A"
0,1.16036541317977,0.979,0.918,0,"T cells","RPS12"
0,1.13896833606553,0.982,0.923,0,"T cells","RPS27A"
0,0.901761522127547,0.977,0.928,0,"T cells","RPLP2"
0,0.805908457765733,0.984,0.936,0,"T cells","RPL28"
0,0.883795883514693,0.981,0.937,0,"T cells","RPL34"
0,0.91350857351589,0.976,0.932,0,"T cells","RPS28"
0,0.968357263920076,0.989,0.949,0,"T cells","RPL13A"
0,1.18513166915038,0.993,0.953,0,"T cells","RPS27"
0,1.08686078863544,0.991,0.951,0,"T cells","RPS29"
0,0.947868761789284,0.981,0.943,0,"T cells","RPL10"
0,0.948330098581975,0.979,0.941,0,"T cells","RPL11"
0,0.895923565779756,0.983,0.948,0,"T cells","RPS2"
0,0.670564856316529,0.984,0.952,0,"T cells","RPL37A"
0,0.994845922929216,0.99,0.966,0,"T cells","RPL13"
0,0.779566466053958,0.987,0.966,0,"T cells","RPLP1"
0,0.811726008583531,0.993,0.982,0,"T cells","RPL41"
0,1.07363183623549,0.918,0.914,0,"T cells","JUNB"
0,0.726180204571111,0.994,0.997,0,"T cells","B2M"
0,0.688488968271566,1,1,0,"T cells","MALAT1"
3.95252516672997e-323,1.01819500403893,0.885,0.748,1.44666373627484e-318,"T cells","RIPOR2"
1.82804288961261e-322,1.77993003419066,0.579,0.212,6.69081978027112e-318,"T cells","RHOH"
3.30767068577798e-319,2.10329772064856,0.471,0.218,1.2106405477016e-314,"T cells","DNAJB1"
2.17504001465629e-318,0.816099517538492,0.942,0.869,7.9608639576435e-314,"T cells","RPL21"
3.11249153458533e-317,2.88396221126078,0.394,0.092,1.13920302657358e-312,"T cells","DOCK9"
6.9182915561416e-317,0.668533973395376,0.985,0.974,2.53216389246339e-312,"T cells","EEF1A1"
1.04983534781786e-316,3.43292235122526,0.375,0.08,3.84250235654817e-312,"T cells","TSHZ2"
1.90078163021174e-315,2.45063751395172,0.469,0.146,6.957050844738e-311,"T cells","ABLIM1"
5.66455547438606e-315,1.75677779538843,0.575,0.283,2.07328394918004e-310,"T cells","CLEC2D"
3.34716304304864e-314,0.849227899388893,0.918,0.825,1.22509514538623e-309,"T cells","RPL17"
4.30503205350692e-313,3.08055021860208,0.368,0.078,1.57568478190407e-308,"T cells","TESPA1"
7.54893083991577e-313,1.51475608244783,0.648,0.401,2.76298417671757e-308,"T cells","PDE7A"
1.11399457439615e-311,1.91716603118505,0.538,0.207,4.07733154174736e-307,"T cells","SLC38A1"
7.87574991227118e-310,0.749729813096552,0.96,0.898,2.88260322539037e-305,"T cells","RPS23"
1.23956294922241e-309,1.71627238330719,0.552,0.349,4.53692435044896e-305,"T cells","NDFIP1"
1.69891515517047e-309,1.95641741751978,0.498,0.254,6.21819935943943e-305,"T cells","TTC39C"
1.8414304485867e-308,0.732705561978168,0.965,0.923,6.73981958487217e-304,"T cells","RPL37"
1.52554352537581e-307,3.50761118643351,0.33,0.06,5.58364185722802e-303,"T cells","RASGRF2"
1.0110676662572e-303,1.52324577647881,0.61,0.247,3.70060876526798e-299,"T cells","BACH2"
9.54502321800188e-303,2.6188566187956,0.385,0.106,3.49357394802087e-298,"T cells","LAT"
4.75108751436337e-302,2.58426592426111,0.418,0.135,1.73894554113214e-297,"T cells","MLLT3"
3.0329612143777e-301,2.18966313588418,0.489,0.187,1.11009413407438e-296,"T cells","PCED1B"
1.69209236993973e-299,4.03270939501607,0.285,0.04,6.19322728321641e-295,"T cells","CD28"
3.46755304507801e-299,0.920873664674191,0.856,0.731,1.269159090029e-294,"T cells","RPLP0"
2.74192933327298e-298,3.06335192239442,0.362,0.08,1.00357355527124e-293,"T cells","GRAP2"
2.87989428703199e-297,1.04607315724025,0.802,0.715,1.05407010799658e-292,"T cells","ZFP36L2"
1.73676701731387e-295,1.36836651476757,0.77,0.587,6.3567409600705e-291,"T cells","MAML2"
3.80486035324125e-293,2.05417356259819,0.471,0.183,1.39261693788983e-288,"T cells","PCED1B-AS1"
2.87213369871856e-291,1.70142268080525,0.506,0.279,1.05122965506798e-286,"T cells","GIMAP7"
3.09812863308646e-290,0.818179769746966,0.905,0.845,1.13394606099597e-285,"T cells","BTG1"
5.14948444958217e-290,1.08033336044312,0.822,0.78,1.88476280339157e-285,"T cells","JUN"
1.44030366164043e-287,0.759383517398541,0.937,0.888,5.27165543197012e-283,"T cells","RPL39"
4.50814123306185e-287,2.96408989254827,0.348,0.082,1.65002477271297e-282,"T cells","CCR7"
8.11581348048947e-282,0.989562483629058,0.742,0.611,2.97046889199395e-277,"T cells","CALM1"
1.2671370325305e-281,1.45162140740052,0.628,0.403,4.63784825276487e-277,"T cells","TNFAIP8"
7.82171143629978e-277,2.63105598390194,0.371,0.114,2.86282460280008e-272,"T cells","RCAN3"
9.81432668607198e-277,3.92930946962009,0.287,0.044,3.59214171036921e-272,"T cells","ICOS"
1.64552131150919e-275,0.851823681063753,0.859,0.755,6.02277255225479e-271,"T cells","RPS7"
9.77959228698799e-274,1.95365620797749,0.431,0.215,3.57942857296047e-269,"T cells","NOSIP"
2.12672370848205e-270,1.63218306535531,0.57,0.288,7.78402144541514e-266,"T cells","AKT3"
1.0332403500471e-269,3.28979189583182,0.292,0.057,3.78176300520738e-265,"T cells","TNFRSF25"
1.17914189413295e-267,0.684220482250274,0.946,0.899,4.31577724671599e-263,"T cells","FAU"
5.00621003736988e-266,1.45949028409193,0.566,0.363,1.83232293577775e-261,"T cells","PAG1"
3.12834172825131e-263,0.770796295671608,0.897,0.818,1.14500435595726e-258,"T cells","RPL9"
3.60978118937064e-263,1.33727224837276,0.679,0.517,1.32121601312155e-258,"T cells","TNFAIP3"
2.16536350672624e-262,2.14621208020984,0.433,0.134,7.9254469709687e-258,"T cells","SLFN12L"
3.73271173702569e-262,1.00766889091072,0.721,0.58,1.36620982286877e-257,"T cells","EEF1B2"
8.592997970162e-262,2.51817129527131,0.38,0.104,3.14512318705899e-257,"T cells","RORA-AS1"
8.95203867564034e-262,1.80569554054919,0.488,0.168,3.27653567567112e-257,"T cells","STAT4"
1.83996526049556e-260,1.66171406728043,0.523,0.212,6.7344568499398e-256,"T cells","IFITM1"
8.36956150335417e-259,2.28563523991184,0.39,0.137,3.06334320584266e-254,"T cells","MGAT4A"
2.08540855832854e-258,2.08389097182905,0.424,0.194,7.63280386433828e-254,"T cells","ITPKB"
1.29312443622456e-256,3.08729193835254,0.307,0.069,4.73296474902552e-252,"T cells","PRKCQ-AS1"
1.64784053610839e-254,1.10255721692577,0.643,0.494,6.03126114621033e-250,"T cells","HSPA8"
3.6647708166083e-253,2.37291638584408,0.376,0.117,1.3413427665868e-248,"T cells","LIME1"
5.12755076355819e-251,0.756798227785504,0.897,0.803,1.87673485496993e-246,"T cells","RPL7A"
1.52772883154761e-247,1.3318377803827,0.533,0.342,5.59164029634739e-243,"T cells","TLE5"
3.89342572267726e-247,3.39266475752424,0.274,0.052,1.4250327487571e-242,"T cells","TRABD2A"
6.96961515376618e-247,0.73865499404052,0.927,0.861,2.55094884242996e-242,"T cells","RPL38"
7.25920903040368e-247,0.77026501518238,0.869,0.793,2.65694309721805e-242,"T cells","RPS17"
4.49307339571303e-246,0.7644149454267,0.904,0.821,1.64450979356493e-241,"T cells","RPL31"
5.21072869353434e-245,3.17134019797324,0.302,0.059,1.9071788091205e-240,"T cells","PCAT1"
4.87040185003525e-243,2.97609403844322,0.299,0.066,1.7826157811314e-238,"T cells","ITM2A"
7.59109568669612e-242,2.08085188286794,0.388,0.162,2.77841693228765e-237,"T cells","NCK2"
2.25712488421065e-241,1.07617567092702,0.655,0.523,8.26130278869938e-237,"T cells","PPP2R5C"
7.35731443970232e-241,2.76494676484722,0.317,0.08,2.69285065807545e-236,"T cells","ZNF831"
2.66765166607117e-238,0.908443582771894,0.745,0.662,9.76387186298709e-234,"T cells","CDC42SE2"
2.16127628726436e-237,2.4521772531209,0.374,0.139,7.91048733901628e-233,"T cells","PLCL1"
9.05557290990006e-236,3.03143598885586,0.329,0.083,3.31443024075252e-231,"T cells","LINC01934"
4.86349460541528e-231,0.695697941123378,0.917,0.864,1.78008766052805e-226,"T cells","RPL36A"
2.38842089025245e-227,2.45292887944874,0.344,0.104,8.741859300413e-223,"T cells","PATJ"
5.37993898215439e-225,0.733665751296222,0.863,0.791,1.96911146685833e-220,"T cells","RPL6"
7.43630715136491e-225,0.682353052506995,0.925,0.896,2.72176278047107e-220,"T cells","TPT1"
4.39983679406808e-224,2.61778265485251,0.305,0.084,1.61038426499686e-219,"T cells","CD27"
1.41264180677641e-223,1.19368906750983,0.601,0.422,5.17041027698233e-219,"T cells","LRBA"
2.65217364975909e-223,1.38816548038366,0.502,0.329,9.70722077548325e-219,"T cells","CNOT6L"
9.56518465967484e-223,1.47989095086842,0.48,0.281,3.50095323728759e-218,"T cells","TMC8"
2.12630681011434e-222,1.09770069938963,0.533,0.413,7.7824955556995e-218,"T cells","NPM1"
2.44416526985404e-222,2.70207145102077,0.285,0.078,8.94588930419279e-218,"T cells","FLT3LG"
1.91994793046324e-221,1.27236961007788,0.572,0.402,7.02720142028851e-217,"T cells","ZC3HAV1"
2.52427052413926e-221,1.117909265639,0.602,0.463,9.23908254540212e-217,"T cells","EML4"
4.48032936250866e-221,1.67646152213659,0.472,0.229,1.63984534997179e-216,"T cells","TNRC6C"
3.3587851780321e-220,0.84048501956199,0.745,0.68,1.22934896301153e-215,"T cells","TSC22D3"
5.06710019052269e-219,0.720046733903199,0.827,0.773,1.85460934073321e-214,"T cells","RPL4"
4.3095167546017e-218,2.73684262375561,0.284,0.075,1.57732622735177e-213,"T cells","FAM102A"
2.6620773113275e-217,2.3046111248126,0.347,0.101,9.74346916718977e-213,"T cells","LINC00861"
4.98028184504205e-215,1.60555221435982,0.445,0.226,1.82283295810384e-210,"T cells","ACAP1"
9.30510675519671e-215,1.19838982680333,0.62,0.458,3.40576212346955e-210,"T cells","PACS1"
5.29088101709151e-214,0.852319855274677,0.688,0.59,1.93651536106566e-209,"T cells","NOP53"
3.23781953293351e-213,1.06020194917768,0.609,0.485,1.18507432724899e-208,"T cells","ATM"
2.33534606600835e-211,0.726186875226746,0.861,0.787,8.54760013619715e-207,"T cells","RPL12"
4.40838773483952e-210,1.60977917132635,0.455,0.267,1.61351399482861e-205,"T cells","CASK"
1.15411089661095e-209,1.25626107146425,0.539,0.38,4.22416129268575e-205,"T cells","EPB41"
2.29016494987064e-209,3.10206338383179,0.253,0.056,8.38223273302152e-205,"T cells","ITGA6"
2.30477731861447e-208,1.96311890726205,0.345,0.147,8.43571546386081e-204,"T cells","PBXIP1"
1.13717110673514e-205,1.43729793832809,0.453,0.276,4.1621599677613e-201,"T cells","RASA3"
1.81281698967387e-202,0.726405098356798,0.833,0.764,6.63509146390531e-198,"T cells","RPL29"
4.60876828308437e-201,0.707240041009437,0.812,0.751,1.68685527929171e-196,"T cells","RPL24"
1.51910410938909e-200,1.86386726174783,0.383,0.151,5.56007295077501e-196,"T cells","GOLGA8B"
2.63379899274035e-199,0.799822366686137,0.813,0.696,9.63996769332894e-195,"T cells","FYN"
5.26493854663378e-198,0.944631638350824,0.694,0.573,1.92702015745343e-193,"T cells","IKZF1"
5.92478340666605e-198,0.7808334908641,0.744,0.69,2.16852997467384e-193,"T cells","TNRC6B"
2.17154274293893e-197,1.65285662681249,0.345,0.199,7.94806359343078e-193,"T cells","TECR"
3.05571191096816e-197,1.11510805174311,0.627,0.476,1.11842111653346e-192,"T cells","PITPNC1"
2.23584389601483e-194,1.37304483911075,0.435,0.275,8.18341224380389e-190,"T cells","NAP1L4"
2.7560219775752e-194,1.02867741770639,0.523,0.411,1.0087316040123e-189,"T cells","TRAF3IP3"
2.28119114828983e-191,0.435229359637767,0.98,0.986,8.34938772185559e-187,"T cells","HLA-C"
2.4991842355268e-190,0.936579341651912,0.487,0.422,9.14726422045164e-186,"T cells","SKP1"
1.62269336595925e-189,0.700977912974621,0.819,0.781,5.93921998874746e-185,"T cells","KLF2"
2.9411351061936e-189,1.45212534041246,0.452,0.264,1.07648486021792e-184,"T cells","CCSER2"
6.18126549234474e-187,1.98528476053643,0.283,0.127,2.2624049828531e-182,"T cells","DGKA"
9.35293875161133e-185,0.704323260896879,0.383,0.462,3.42326911247726e-180,"T cells","CYTOR"
7.42908369091668e-184,1.2010509064479,0.446,0.338,2.71911892171242e-179,"T cells","RAPGEF6"
4.2352920992201e-182,1.680795911844,0.414,0.163,1.55015926123555e-177,"T cells","TXK"
5.49066142378273e-182,1.68536856426983,0.384,0.196,2.00963698771872e-177,"T cells","USP9Y"
1.24929603208234e-180,0.840989559904937,0.444,0.409,4.57254840702458e-176,"T cells","GSTK1"
8.96449467408964e-178,1.9762407951056,0.309,0.124,3.28109469566355e-173,"T cells","GOLGA8A"
1.4326504818844e-177,1.44239109017044,0.479,0.266,5.24364402874509e-173,"T cells","RGCC"
4.96311520671359e-177,0.832143829733537,0.667,0.585,1.81654979680924e-172,"T cells","SRSF7"
3.01209172065195e-176,2.12221621805112,0.322,0.111,1.10245569067582e-171,"T cells","LBH"
8.79554289981651e-176,0.640769776360837,0.701,0.669,3.21925665676184e-171,"T cells","EEF1D"
1.07570547090581e-175,0.910654011677389,0.43,0.369,3.93718959406237e-171,"T cells","SNHG6"
1.21620731216685e-175,0.625012986284343,0.759,0.73,4.45144038326188e-171,"T cells","RPL27"
7.23985313347905e-174,0.699629452433928,0.72,0.695,2.64985864538467e-169,"T cells","ANKRD12"
1.5389621149879e-173,0.996084198036756,0.377,0.353,5.6327552370672e-169,"T cells","ITGB1"
2.85023065320319e-173,1.04079866692897,0.406,0.316,1.0432129213789e-168,"T cells","GAS5"
3.06215153983067e-172,1.52390004671254,0.436,0.249,1.12077808509342e-167,"T cells","ARHGEF3"
5.49976921277488e-172,0.662954103944192,0.891,0.883,2.01297052956773e-167,"T cells","FOXP1"
